sensor:model,sensor:package,sensor:capability,sensor:units
AirBeam-PM,AirBeam:0018961086FE,Particulate Matter,micrograms per cubic meter
Timestamp,geo:lat,geo:long,Value
2017-03-01T09:28:03.940+0100,21.1661623,42.65823379,20.01
2017-03-01T09:28:05.128+0100,21.16614868,42.6582371,20.1
2017-03-01T09:28:06.253+0100,21.16612821,42.65824568,20.01
2017-03-01T09:28:07.443+0100,21.16611626,42.65824681,19.81
2017-03-01T09:28:08.600+0100,21.16610104,42.65824898,18.66
2017-03-01T09:28:09.753+0100,21.16609737,42.65825376,18.12
2017-03-01T09:28:10.928+0100,21.16608406,42.65825627,18.12
2017-03-01T09:28:12.112+0100,21.16606532,42.65826093,19.51
2017-03-01T09:28:13.240+0100,21.16603491,42.65826607,20.82
2017-03-01T09:28:14.404+0100,21.16602078,42.65826678,21.03
2017-03-01T09:28:15.563+0100,21.16600412,42.65826841,21.13
2017-03-01T09:28:16.760+0100,21.1659863,42.65826875,21.34
2017-03-01T09:28:17.943+0100,21.16596901,42.65826969,21.34
2017-03-01T09:28:19.107+0100,21.16595329,42.65826748,20.41
2017-03-01T09:28:20.245+0100,21.16592407,42.65826803,19.51
2017-03-01T09:28:21.450+0100,21.16590952,42.65826842,19.61
2017-03-01T09:28:22.573+0100,21.16589239,42.65827697,19.04
2017-03-01T09:28:23.786+0100,21.16587797,42.65827538,18.57
2017-03-01T09:28:24.957+0100,21.16586374,42.65827941,19.61
2017-03-01T09:28:26.095+0100,21.16585111,42.65827978,20.51
2017-03-01T09:28:27.238+0100,21.16581874,42.65828213,20.51
2017-03-01T09:28:28.446+0100,21.16580039,42.65828455,20.2
2017-03-01T09:28:29.600+0100,21.16579078,42.6582855,19.81
2017-03-01T09:28:30.764+0100,21.16577626,42.65828562,20.41
2017-03-01T09:28:31.877+0100,21.16576096,42.65828403,20.51
2017-03-01T09:28:33.112+0100,21.16574605,42.65828572,20.01
2017-03-01T09:28:34.250+0100,21.16571471,42.65829066,20.92
2017-03-01T09:28:35.411+0100,21.16570242,42.65828966,20.82
2017-03-01T09:28:36.582+0100,21.16568473,42.65829276,20.1
2017-03-01T09:28:37.810+0100,21.16566783,42.65829525,19.32
2017-03-01T09:28:38.912+0100,21.16565373,42.65829694,19.42
2017-03-01T09:28:40.121+0100,21.1656376,42.6583009,19.32
2017-03-01T09:28:41.248+0100,21.16560583,42.65830825,19.32
2017-03-01T09:28:42.416+0100,21.16559506,42.65830963,21.03
2017-03-01T09:28:43.593+0100,21.16558364,42.65831029,21.24
2017-03-01T09:28:44.750+0100,21.16557023,42.6583143,21.34
2017-03-01T09:28:45.962+0100,21.16556205,42.65831512,21.34
2017-03-01T09:28:47.095+0100,21.16554155,42.65831962,21.03
2017-03-01T09:28:48.228+0100,21.16551278,42.65832275,20.1
2017-03-01T09:28:49.428+0100,21.16549989,42.65832644,19.71
2017-03-01T09:28:50.581+0100,21.16548941,42.65833082,18.57
2017-03-01T09:28:51.741+0100,21.1654698,42.6583398,20.1
2017-03-01T09:28:52.933+0100,21.16545871,42.65834687,21.77
2017-03-01T09:28:54.069+0100,21.16544645,42.65834756,20.71
2017-03-01T09:28:55.233+0100,21.16542449,42.65834702,20.61
2017-03-01T09:28:56.406+0100,21.16541614,42.65835148,21.13
2017-03-01T09:28:57.583+0100,21.16540559,42.65835317,21.99
2017-03-01T09:28:58.786+0100,21.16540094,42.65835406,22.78
2017-03-01T09:28:59.942+0100,21.16539297,42.65835611,23.01
2017-03-01T09:29:01.113+0100,21.16538393,42.65835681,21.99
2017-03-01T09:29:02.286+0100,21.16536499,42.65835762,21.45
2017-03-01T09:29:03.411+0100,21.16535629,42.65836497,21.77
2017-03-01T09:29:04.567+0100,21.16534387,42.6583669,21.88
2017-03-01T09:29:05.770+0100,21.16532996,42.65837239,20.71
2017-03-01T09:29:06.906+0100,21.16531304,42.65837518,21.77
2017-03-01T09:29:08.101+0100,21.16530271,42.65837506,21.03
2017-03-01T09:29:09.234+0100,21.16526494,42.65837761,21.34
2017-03-01T09:29:10.413+0100,21.16524544,42.6583806,21.99
2017-03-01T09:29:11.555+0100,21.16522402,42.65838823,20.41
2017-03-01T09:29:12.757+0100,21.16521414,42.65839217,20.71
2017-03-01T09:29:13.930+0100,21.16520811,42.65839966,21.03
2017-03-01T09:29:15.089+0100,21.1652077,42.65840606,20.71
2017-03-01T09:29:16.241+0100,21.16521154,42.65841678,21.34
2017-03-01T09:29:17.451+0100,21.16520673,42.65842602,20.51
2017-03-01T09:29:18.563+0100,21.16519419,42.65842713,19.42
2017-03-01T09:29:19.742+0100,21.16517857,42.65843688,18.94
2017-03-01T09:29:20.925+0100,21.16515839,42.65844955,19.13
2017-03-01T09:29:22.081+0100,21.16514308,42.65845497,18.57
2017-03-01T09:29:23.216+0100,21.16513172,42.65846088,18.94
2017-03-01T09:29:24.436+0100,21.16511955,42.6584676,18.57
2017-03-01T09:29:25.563+0100,21.16510743,42.65847359,17.94
2017-03-01T09:29:26.743+0100,21.16509249,42.65847527,17.58
2017-03-01T09:29:27.903+0100,21.16507384,42.65848562,19.42
2017-03-01T09:29:29.046+0100,21.16504883,42.65849677,19.81
2017-03-01T09:29:30.210+0100,21.16501838,42.65850884,19.91
2017-03-01T09:29:31.400+0100,21.16499886,42.65851824,20.51
2017-03-01T09:29:32.592+0100,21.16498878,42.65853165,21.67
2017-03-01T09:29:33.752+0100,21.1649808,42.65853784,21.13
2017-03-01T09:29:34.887+0100,21.16496188,42.6585461,21.45
2017-03-01T09:29:36.132+0100,21.16495309,42.65855434,20.41
2017-03-01T09:29:37.212+0100,21.16494326,42.658568,20.61
2017-03-01T09:29:38.401+0100,21.16494405,42.65856989,21.45
2017-03-01T09:29:39.575+0100,21.16494299,42.65858063,20.01
2017-03-01T09:29:40.746+0100,21.16494639,42.65858456,20.61
2017-03-01T09:29:41.898+0100,21.16494311,42.6585908,20.82
2017-03-01T09:29:43.067+0100,21.16494437,42.65860085,21.56
2017-03-01T09:29:44.271+0100,21.16496719,42.65861591,19.91
2017-03-01T09:29:45.424+0100,21.16495753,42.65862963,19.61
2017-03-01T09:29:46.544+0100,21.16495896,42.6586396,20.2
2017-03-01T09:29:47.720+0100,21.16495109,42.65864467,19.81
2017-03-01T09:29:48.910+0100,21.16494236,42.65865662,20.51
2017-03-01T09:29:50.064+0100,21.16492993,42.65866713,21.56
2017-03-01T09:29:51.215+0100,21.16492259,42.658695,21.24
2017-03-01T09:29:52.456+0100,21.16491936,42.65870269,21.56
2017-03-01T09:29:53.573+0100,21.16491741,42.6587139,21.56
2017-03-01T09:29:54.727+0100,21.16491275,42.65872381,19.42
2017-03-01T09:29:55.903+0100,21.1649087,42.65873545,18.3
2017-03-01T09:29:57.052+0100,21.16489932,42.65873485,17.67
2017-03-01T09:29:58.230+0100,21.16489458,42.65873727,19.13
2017-03-01T09:29:59.446+0100,21.16488385,42.65876057,18.85
2017-03-01T09:30:00.556+0100,21.16488658,42.65877431,20.71
2017-03-01T09:30:01.735+0100,21.16490057,42.65878685,21.03
2017-03-01T09:30:02.873+0100,21.16489488,42.6588044,22.9
2017-03-01T09:30:04.058+0100,21.16488918,42.65882104,21.99
2017-03-01T09:30:05.228+0100,21.16487264,42.65885131,21.99
2017-03-01T09:30:06.482+0100,21.16486994,42.65887402,22.67
2017-03-01T09:30:07.554+0100,21.16487275,42.65888931,21.88
2017-03-01T09:30:08.733+0100,21.16486706,42.65890112,22.44
2017-03-01T09:30:09.873+0100,21.16486014,42.65891136,21.56
2017-03-01T09:30:11.074+0100,21.1648516,42.65892631,22.78
2017-03-01T09:30:12.253+0100,21.16483427,42.6589556,21.67
2017-03-01T09:30:13.405+0100,21.16483739,42.6589647,20.61
2017-03-01T09:30:14.560+0100,21.16483568,42.65897907,20.41
2017-03-01T09:30:15.737+0100,21.164831,42.65899455,19.32
2017-03-01T09:30:16.892+0100,21.16482421,42.65900895,20.41
2017-03-01T09:30:18.096+0100,21.16481152,42.65902182,19.71
2017-03-01T09:30:19.223+0100,21.1647946,42.65903737,19.32
2017-03-01T09:30:20.416+0100,21.16478079,42.65903832,19.81
2017-03-01T09:30:21.592+0100,21.16476405,42.65904734,20.01
2017-03-01T09:30:22.723+0100,21.16474754,42.65904256,19.51
2017-03-01T09:30:23.881+0100,21.16473165,42.65903464,19.23
2017-03-01T09:30:25.054+0100,21.1647263,42.6590268,20.2
2017-03-01T09:30:26.225+0100,21.16471237,42.65902142,18.3
2017-03-01T09:30:27.385+0100,21.16469233,42.65902157,18.3
2017-03-01T09:30:28.556+0100,21.16467577,42.65902654,17.85
2017-03-01T09:30:29.769+0100,21.16465746,42.65902137,17.15
2017-03-01T09:30:30.861+0100,21.16463481,42.65902189,17.07
2017-03-01T09:30:32.055+0100,21.16462563,42.65902438,16.64
2017-03-01T09:30:33.194+0100,21.16458573,42.65902547,17.07
2017-03-01T09:30:34.371+0100,21.16456637,42.65902262,17.24
2017-03-01T09:30:35.547+0100,21.16456766,42.65902762,17.85
