sensor:model,sensor:package,sensor:capability,sensor:units
AirBeam-PM,AirBeam:0018961061B2,Particulate Matter,micrograms per cubic meter
Timestamp,geo:lat,geo:long,Value
2017-02-22T15:07:52.500+0100,21.16611153,42.65810504,21.45
2017-02-22T15:07:53.692+0100,21.16611157,42.65810505,21.99
2017-02-22T15:07:54.822+0100,21.16611142,42.65810503,21.88
2017-02-22T15:07:56.025+0100,21.16611269,42.65810508,22.44
2017-02-22T15:07:57.191+0100,21.16611243,42.65810504,24.33
2017-02-22T15:07:58.336+0100,21.16611224,42.65810501,24.33
2017-02-22T15:07:59.497+0100,21.16611253,42.65810501,24.46
2017-02-22T15:08:00.688+0100,21.16611299,42.65810506,26.0
2017-02-22T15:08:01.815+0100,21.16611307,42.6581051,23.13
2017-02-22T15:08:03.020+0100,21.16611387,42.65810526,23.13
2017-02-22T15:08:04.197+0100,21.16611408,42.65810532,22.44
2017-02-22T15:08:05.352+0100,21.16611437,42.65810545,23.96
2017-02-22T15:08:06.492+0100,21.16613695,42.65811525,22.44
2017-02-22T15:08:07.682+0100,21.1661302,42.65811324,23.13
2017-02-22T15:08:08.826+0100,21.16622164,42.65813527,23.01
2017-02-22T15:08:09.992+0100,21.1662962,42.6581077,21.88
2017-02-22T15:08:11.166+0100,21.16631256,42.65809596,22.78
2017-02-22T15:08:12.372+0100,21.16632542,42.65809357,23.6
2017-02-22T15:08:13.490+0100,21.16631947,42.65809484,23.84
2017-02-22T15:08:14.717+0100,21.16631953,42.65809549,24.58
2017-02-22T15:08:15.848+0100,21.16633249,42.65809196,23.96
2017-02-22T15:08:17.024+0100,21.16633496,42.65809839,24.21
2017-02-22T15:08:18.175+0100,21.16633544,42.65810454,23.48
2017-02-22T15:08:19.337+0100,21.1663333,42.65810165,23.96
2017-02-22T15:08:20.487+0100,21.16632993,42.65811811,22.55
2017-02-22T15:08:21.648+0100,21.1663315,42.65812993,21.77
2017-02-22T15:08:22.819+0100,21.16633748,42.65814277,22.1
2017-02-22T15:08:24.025+0100,21.16634828,42.65816632,20.61
2017-02-22T15:08:25.182+0100,21.16635566,42.6581792,20.92
2017-02-22T15:08:26.337+0100,21.16635534,42.65818469,21.34
2017-02-22T15:08:27.501+0100,21.16635279,42.65819801,21.24
2017-02-22T15:08:28.707+0100,21.16635095,42.65820727,22.78
2017-02-22T15:08:29.806+0100,21.16635492,42.65821644,21.99
2017-02-22T15:08:31.025+0100,21.16635804,42.65822659,22.22
2017-02-22T15:08:32.155+0100,21.16635633,42.6582355,22.9
2017-02-22T15:08:33.327+0100,21.16634864,42.65823921,23.13
2017-02-22T15:08:34.477+0100,21.16633371,42.65824638,22.67
2017-02-22T15:08:35.667+0100,21.16631953,42.65824967,21.67
2017-02-22T15:08:36.805+0100,21.16631941,42.65825088,21.77
2017-02-22T15:08:38.007+0100,21.16631941,42.65824785,23.72
2017-02-22T15:08:39.165+0100,21.16631541,42.65825029,21.99
2017-02-22T15:08:40.318+0100,21.16630624,42.65825571,22.1
2017-02-22T15:08:41.481+0100,21.16629662,42.65825505,22.55
2017-02-22T15:08:42.651+0100,21.16629287,42.6582564,23.84
2017-02-22T15:08:43.811+0100,21.16628808,42.65826317,22.55
2017-02-22T15:08:44.990+0100,21.16626208,42.65827357,23.13
2017-02-22T15:08:46.184+0100,21.16625415,42.65827885,23.01
2017-02-22T15:08:47.388+0100,21.16624419,42.65828194,23.13
2017-02-22T15:08:48.492+0100,21.16623413,42.65828693,23.84
2017-02-22T15:08:49.670+0100,21.16622635,42.65829308,24.09
2017-02-22T15:08:50.816+0100,21.16620846,42.6582983,25.6
2017-02-22T15:08:52.035+0100,21.1661837,42.65831004,24.96
2017-02-22T15:08:53.155+0100,21.16616819,42.65831929,24.96
2017-02-22T15:08:54.367+0100,21.16616492,42.65831879,24.09
2017-02-22T15:08:55.496+0100,21.16615418,42.65831702,24.58
2017-02-22T15:08:56.655+0100,21.16613892,42.65831954,24.58
2017-02-22T15:08:57.808+0100,21.1661252,42.65832659,21.99
2017-02-22T15:08:59.020+0100,21.16610429,42.65833198,19.42
2017-02-22T15:09:00.151+0100,21.16608432,42.65833163,18.85
2017-02-22T15:09:01.318+0100,21.16607153,42.65833084,18.57
2017-02-22T15:09:02.462+0100,21.1660525,42.65833053,19.81
2017-02-22T15:09:03.676+0100,21.16603299,42.6583303,20.2
2017-02-22T15:09:04.812+0100,21.16601711,42.65833105,20.51
2017-02-22T15:09:06.005+0100,21.16598071,42.65833319,20.71
2017-02-22T15:09:07.159+0100,21.16596288,42.6583332,21.03
2017-02-22T15:09:08.332+0100,21.16595215,42.65833708,21.56
2017-02-22T15:09:09.455+0100,21.16593963,42.65833673,22.55
2017-02-22T15:09:10.660+0100,21.16592904,42.65833279,25.6
2017-02-22T15:09:11.815+0100,21.1659171,42.65833435,25.6
2017-02-22T15:09:12.989+0100,21.16588915,42.6583324,25.47
2017-02-22T15:09:14.115+0100,21.16587903,42.65833508,25.34
2017-02-22T15:09:15.324+0100,21.16586467,42.65833571,23.96
2017-02-22T15:09:16.502+0100,21.1658488,42.65833993,25.47
2017-02-22T15:09:17.631+0100,21.16583902,42.65834207,25.87
2017-02-22T15:09:18.812+0100,21.16582669,42.65834094,23.96
