------------------------------
Dylos Logger v 2.0.0.0
Unit: DC1700 v 2.08
Date/Time: 01-30-17 11:07
------------------------------
Particles per cubic foot / 100
------------------------------
Date/Time, Small, Large
01-25-17 10:17, 7220, 439
01-25-17 10:18, 6191, 159
01-25-17 10:19, 4187, 120
01-25-17 10:20, 3667, 270
01-25-17 10:21, 4084, 134
01-25-17 10:22, 3745, 58
01-25-17 10:23, 4602, 46
01-25-17 10:24, 4085, 35
01-25-17 10:25, 4099, 34
01-25-17 10:26, 4415, 41
01-25-17 10:27, 4057, 34
01-25-17 10:28, 3859, 30
01-25-17 10:29, 3239, 31
01-25-17 10:30, 5304, 59
01-25-17 10:31, 6587, 61
01-25-17 10:32, 5057, 54
01-25-17 10:33, 3947, 113
01-25-17 10:34, 3603, 209
01-25-17 10:35, 3225, 110
01-25-17 10:36, 2268, 40
01-25-17 10:37, 2672, 128
01-25-17 10:38, 4813, 413
01-25-17 10:39, 4498, 203
01-25-17 10:40, 16268, 902
01-25-17 10:41, 14313, 871
01-25-17 10:42, 13010, 839
01-25-17 10:43, 12456, 803
01-25-17 10:44, 11783, 827
01-25-17 10:45, 11230, 824
01-25-17 10:46, 10741, 817
01-25-17 10:47, 10104, 752
01-25-17 10:48, 9882, 749
01-25-17 10:49, 9668, 663
01-25-17 10:50, 9589, 535
01-25-17 10:51, 9408, 689
01-25-17 10:52, 9177, 728
01-25-17 10:53, 8976, 641
01-25-17 10:54, 8893, 627
01-25-17 10:55, 8800, 623
01-25-17 10:56, 8505, 604
01-25-17 10:57, 8319, 605
01-25-17 10:58, 8216, 599
01-25-17 10:59, 8167, 590
01-25-17 11:00, 8134, 624
01-25-17 11:01, 7993, 600
01-25-17 11:02, 7882, 588
01-25-17 11:03, 7764, 583
01-25-17 11:04, 7694, 593
01-25-17 11:05, 7672, 597
01-25-17 11:06, 7315, 487
01-25-17 11:07, 6927, 353
01-25-17 11:08, 6660, 297
01-25-17 11:09, 6722, 290
01-25-17 11:10, 6815, 287
01-25-17 11:11, 7204, 377
01-25-17 11:12, 7648, 453
01-25-17 11:13, 7458, 387
01-25-17 11:14, 7446, 402
01-25-17 11:15, 7272, 394
01-25-17 11:16, 7493, 456
01-25-17 11:17, 8126, 573
01-25-17 11:18, 7854, 540
01-25-17 11:19, 7785, 526
01-25-17 11:20, 7330, 407
01-25-17 11:21, 7108, 345
01-25-17 11:22, 7154, 343
01-25-17 11:23, 7863, 467
01-25-17 11:24, 7735, 423
01-25-17 11:25, 7819, 364
01-25-17 11:26, 8098, 418
01-25-17 11:27, 8034, 383
01-25-17 11:28, 8223, 375
01-25-17 11:29, 8420, 411
01-25-17 11:30, 8479, 405
01-25-17 11:31, 8398, 387
01-25-17 11:32, 8228, 354
01-25-17 11:33, 8834, 433
01-25-17 11:34, 8730, 424
01-25-17 11:35, 8120, 359
01-25-17 11:36, 7950, 372
01-25-17 11:37, 8244, 396
01-25-17 11:38, 8208, 415
01-25-17 11:39, 10701, 1136
01-25-17 11:40, 11053, 1235
01-25-17 11:41, 9429, 758
01-25-17 11:42, 9087, 688
01-25-17 11:43, 8859, 644
01-25-17 11:44, 8723, 575
01-25-17 11:45, 8396, 570
01-25-17 11:46, 8405, 530
01-25-17 11:47, 8568, 584
01-25-17 11:48, 9212, 731
01-25-17 11:49, 9088, 707
01-25-17 11:50, 8838, 666
01-25-17 11:51, 8396, 586
01-25-17 11:52, 8045, 495
01-25-17 11:53, 7998, 472
01-25-17 11:54, 7756, 460
01-25-17 11:55, 8282, 619
01-25-17 11:56, 8209, 592
01-25-17 11:57, 8139, 597
01-25-17 11:58, 8056, 592
01-25-17 11:59, 7850, 539
01-25-17 12:00, 8053, 600
01-25-17 12:01, 7917, 551
01-25-17 12:02, 7752, 530
01-25-17 12:03, 7880, 535
01-25-17 12:04, 7478, 490
01-25-17 12:05, 7366, 459
01-25-17 12:06, 7175, 431
01-25-17 12:07, 7106, 436
01-25-17 12:08, 7475, 464
01-25-17 12:09, 7186, 431
01-25-17 12:10, 7182, 446
01-25-17 12:11, 7128, 425
01-25-17 12:12, 6943, 400
01-25-17 12:13, 6949, 403
01-25-17 12:14, 6949, 411
01-25-17 12:15, 6879, 427
01-25-17 12:16, 6748, 408
01-25-17 12:17, 7098, 422
01-25-17 12:18, 6779, 431
01-25-17 12:19, 6688, 397
01-25-17 12:20, 6719, 411
01-25-17 12:21, 7128, 532
01-25-17 12:22, 7178, 579
01-25-17 12:23, 7365, 643
01-25-17 12:24, 7633, 755
01-25-17 12:25, 7713, 776
01-25-17 12:26, 7940, 812
01-25-17 12:27, 8577, 1060
01-25-17 12:28, 8879, 1111
01-25-17 12:29, 9273, 1277
01-25-17 12:30, 9968, 1498
01-25-17 12:31, 9658, 1438
01-25-17 12:32, 8683, 1015
01-25-17 12:33, 8548, 1039
01-25-17 12:34, 8836, 1131
01-25-17 12:35, 8678, 1036
01-25-17 12:36, 8571, 1027
01-25-17 12:37, 8303, 978
01-25-17 12:38, 8373, 998
01-25-17 12:39, 8177, 988
01-25-17 12:40, 8143, 991
01-25-17 12:41, 8110, 940
01-25-17 12:42, 7983, 940
01-25-17 12:43, 7947, 961
01-25-17 12:44, 7781, 931
01-25-17 12:45, 7696, 909
01-25-17 12:46, 7696, 909
01-25-17 12:47, 7512, 934
01-25-17 12:48, 7478, 852
01-25-17 12:49, 7526, 875
01-25-17 12:50, 7355, 887
01-25-17 12:51, 7314, 844
01-25-17 12:52, 7337, 848
01-25-17 12:53, 7129, 764
01-25-17 12:54, 7150, 791
01-25-17 12:55, 7124, 795
01-25-17 12:56, 7101, 793
01-25-17 12:57, 7051, 775
01-25-17 12:58, 6965, 784
01-25-17 12:59, 6945, 759
01-25-17 13:00, 7000, 748
01-25-17 13:01, 6866, 744
01-25-17 13:02, 6858, 756
01-25-17 13:03, 6856, 763
01-25-17 13:04, 6768, 737
01-25-17 13:05, 6802, 731
01-25-17 13:06, 6821, 759
01-25-17 13:07, 7088, 909
01-25-17 13:08, 6946, 832
01-25-17 13:09, 7007, 868
01-25-17 13:10, 7173, 946
01-25-17 13:11, 7075, 888
01-25-17 13:12, 7269, 985
01-25-17 13:13, 7552, 1136
01-25-17 13:14, 6947, 837
01-25-17 13:15, 9029, 1611
01-25-17 13:16, 8078, 1317
01-25-17 13:17, 7181, 910
01-25-17 13:18, 7961, 1184
01-25-17 13:19, 7780, 1123
01-25-17 13:20, 7812, 1125
01-25-17 13:21, 7709, 1092
01-25-17 13:22, 7739, 1104
01-25-17 13:23, 7618, 1036
01-25-17 13:24, 7568, 1054
01-25-17 13:25, 7440, 1043
01-25-17 13:26, 7483, 1039
01-25-17 13:27, 7405, 1029
01-25-17 13:28, 7443, 1016
01-25-17 13:29, 7450, 1028
01-25-17 13:30, 7441, 1019
01-25-17 13:31, 7213, 947
01-25-17 13:32, 6452, 660
01-25-17 13:33, 6235, 554
01-25-17 13:34, 5941, 462
01-25-17 13:35, 5911, 411
01-25-17 13:36, 6012, 444
01-25-17 13:37, 6330, 550
01-25-17 13:38, 6366, 514
01-25-17 13:39, 6268, 511
01-25-17 13:40, 6323, 537
01-25-17 13:41, 6245, 518
01-25-17 13:42, 6293, 518
01-25-17 13:43, 6206, 493
01-25-17 13:44, 6223, 521
01-25-17 13:45, 6169, 493
01-25-17 13:46, 6164, 518
01-25-17 13:47, 6099, 522
01-25-17 13:48, 6067, 488
01-25-17 13:49, 6023, 505
01-25-17 13:50, 6056, 477
01-25-17 13:51, 6046, 489
01-25-17 13:52, 6049, 483
01-25-17 13:53, 6064, 534
01-25-17 13:54, 6220, 575
01-25-17 13:55, 6108, 603
01-25-17 13:56, 6120, 592
01-25-17 13:57, 6038, 541
01-25-17 13:58, 6013, 532
01-25-17 13:59, 5780, 480
01-25-17 14:00, 5920, 508
01-25-17 14:01, 6767, 841
01-25-17 15:46, 7731, 961
01-25-17 15:47, 7602, 1015
01-25-17 15:48, 7358, 983
01-25-17 15:49, 7214, 958
01-25-17 15:50, 7183, 903
01-25-17 15:51, 7509, 1020
01-25-17 15:52, 7472, 983
01-25-17 15:53, 7229, 913
01-25-17 15:54, 7236, 945
01-25-17 15:55, 7522, 1053
01-25-17 15:56, 7788, 1181
01-25-17 15:57, 7723, 1107
01-25-17 15:58, 7622, 1118
01-25-17 15:59, 7577, 1090
01-25-17 16:00, 7593, 1116
01-25-17 16:01, 7655, 1164
01-25-17 16:02, 7681, 1172
01-25-17 16:03, 7569, 1137
01-25-17 16:04, 7539, 1114
01-25-17 16:05, 7376, 1075
01-25-17 16:06, 7358, 1051
01-25-17 16:07, 7220, 987
01-25-17 16:08, 7167, 1006
01-25-17 16:09, 7214, 996
01-25-17 16:10, 7102, 969
01-25-17 16:11, 7116, 965
01-25-17 16:12, 6945, 809
01-25-17 16:13, 6996, 833
01-25-17 16:14, 6815, 772
01-25-17 16:15, 6743, 696
01-25-17 16:16, 6716, 701
01-25-17 16:17, 6648, 660
01-25-17 16:18, 6682, 640
01-25-17 16:19, 6583, 618
01-25-17 16:20, 6555, 617
01-25-17 16:21, 6653, 599
01-25-17 16:22, 6595, 593
01-25-17 16:23, 6576, 613
01-25-17 16:24, 6634, 592
01-25-17 16:25, 6585, 581
01-25-17 16:26, 6531, 593
01-25-17 16:27, 6481, 587
01-25-17 16:28, 6498, 563
01-25-17 16:29, 6435, 554
01-25-17 16:30, 6444, 572
01-25-17 16:31, 6412, 581
01-25-17 16:32, 6364, 563
01-25-17 16:33, 6383, 590
01-25-17 16:34, 6351, 556
01-25-17 16:35, 6329, 576
01-25-17 16:36, 6317, 535
01-25-17 16:37, 6282, 522
01-25-17 16:38, 6237, 528
01-25-17 16:39, 6177, 551
01-25-17 16:40, 6242, 550
01-25-17 16:41, 6224, 540
01-25-17 16:42, 6123, 530
01-25-17 16:43, 6098, 529
01-25-17 16:44, 6149, 550
01-25-17 16:45, 6232, 558
01-25-17 16:46, 6254, 610
01-25-17 16:47, 6507, 711
01-25-17 16:48, 6710, 856
01-25-17 16:49, 7310, 1030
01-25-17 16:50, 7607, 1156
01-25-17 16:51, 7943, 1278
01-25-17 16:52, 7968, 1311
01-25-17 16:53, 8098, 1407
01-25-17 16:54, 8012, 1354
01-25-17 18:05, 9275, 1495
01-27-17 10:35, 18827, 405
01-27-17 10:36, 17357, 408
01-27-17 10:37, 16168, 437
01-27-17 10:38, 14800, 432
01-27-17 10:39, 13900, 439
01-27-17 10:40, 14563, 406
01-27-17 10:41, 14079, 365
01-27-17 10:42, 13124, 391
01-27-17 10:43, 12454, 403
01-27-17 10:44, 11699, 388
01-27-17 10:45, 10914, 398
01-27-17 10:46, 10537, 386
01-27-17 10:47, 9783, 372
01-27-17 10:48, 9054, 362
01-27-17 10:49, 8617, 350
01-27-17 10:50, 8535, 358
01-27-17 10:51, 8139, 333
01-27-17 10:52, 7696, 333
01-27-17 10:53, 7228, 340
01-27-17 10:54, 7121, 322
01-27-17 10:55, 7107, 324
01-27-17 10:56, 6771, 318
