sensor:model,sensor:package,sensor:capability,sensor:units
AirBeam-PM,AirBeam:0018961086FE,Particulate Matter,micrograms per cubic meter
Timestamp,geo:lat,geo:long,Value
2017-02-06T09:20:31.625+0100,21.16647107,42.65827411,18.3
2017-02-06T09:20:32.776+0100,21.16646588,42.65830721,17.24
2017-02-06T09:20:33.953+0100,21.16644883,42.65827903,16.48
2017-02-06T09:20:35.086+0100,21.16643568,42.6582832,16.56
2017-02-06T09:20:36.297+0100,21.16643751,42.65826915,16.56
2017-02-06T09:20:37.434+0100,21.16642508,42.65826474,16.48
2017-02-06T09:20:38.642+0100,21.16642608,42.65826557,17.24
2017-02-06T09:20:39.856+0100,21.16637232,42.6582566,17.15
2017-02-06T09:20:40.961+0100,21.16635871,42.65826612,16.31
2017-02-06T09:20:42.102+0100,21.16633807,42.6582642,16.23
2017-02-06T09:20:43.278+0100,21.16632433,42.65826243,16.07
2017-02-06T09:20:44.426+0100,21.16631015,42.65826062,17.5
2017-02-06T09:20:45.642+0100,21.16628521,42.65826362,16.73
2017-02-06T09:20:46.796+0100,21.16623765,42.65826837,16.07
2017-02-06T09:20:47.951+0100,21.16622094,42.65827032,16.73
2017-02-06T09:20:49.117+0100,21.16620471,42.65827073,17.07
2017-02-06T09:20:50.257+0100,21.1661889,42.6582701,16.64
2017-02-06T09:20:51.436+0100,21.16617393,42.65827341,16.81
2017-02-06T09:20:52.650+0100,21.16615094,42.65827712,17.41
2017-02-06T09:20:53.814+0100,21.16611919,42.65827666,17.07
2017-02-06T09:20:54.967+0100,21.16610278,42.65827722,16.56
2017-02-06T09:20:56.131+0100,21.16609027,42.65827845,16.23
2017-02-06T09:20:57.287+0100,21.16607572,42.65827836,15.9
2017-02-06T09:20:58.444+0100,21.16606259,42.65827396,15.66
2017-02-06T09:20:59.636+0100,21.16605133,42.6582745,15.9
2017-02-06T09:21:00.809+0100,21.16601563,42.65827311,15.42
2017-02-06T09:21:01.914+0100,21.16600211,42.65827074,15.66
2017-02-06T09:21:03.082+0100,21.16598877,42.65826855,15.66
2017-02-06T09:21:04.282+0100,21.16596616,42.65826602,15.42
2017-02-06T09:21:05.421+0100,21.16594952,42.6582651,15.82
2017-02-06T09:21:06.595+0100,21.16593034,42.65826735,15.74
2017-02-06T09:21:07.747+0100,21.16591418,42.6582703,15.82
2017-02-06T09:21:08.935+0100,21.16588772,42.6582815,16.15
2017-02-06T09:21:10.124+0100,21.165877,42.65828466,16.15
2017-02-06T09:21:11.304+0100,21.16585795,42.65828223,14.87
2017-02-06T09:21:12.460+0100,21.16584177,42.65828193,15.34
2017-02-06T09:21:13.664+0100,21.16582757,42.65827993,15.42
2017-02-06T09:21:14.790+0100,21.16579475,42.65828229,14.79
2017-02-06T09:21:15.970+0100,21.16577776,42.65828276,14.72
2017-02-06T09:21:17.138+0100,21.16576263,42.65828301,14.95
2017-02-06T09:21:18.248+0100,21.16574165,42.65828203,14.79
2017-02-06T09:21:19.477+0100,21.16573105,42.65828432,14.41
2017-02-06T09:21:20.585+0100,21.16571953,42.65828845,14.33
2017-02-06T09:21:21.724+0100,21.16570893,42.65829044,13.87
2017-02-06T09:21:22.946+0100,21.16568612,42.65829425,13.65
2017-02-06T09:21:24.069+0100,21.16567176,42.65829916,12.38
2017-02-06T09:21:25.315+0100,21.16565882,42.65830197,12.15
2017-02-06T09:21:26.406+0100,21.1656601,42.65830437,11.49
2017-02-06T09:21:27.680+0100,21.1656509,42.65830618,10.67
2017-02-06T09:21:28.755+0100,21.16564171,42.65830729,11.19
2017-02-06T09:21:29.918+0100,21.16562989,42.65830672,11.49
2017-02-06T09:21:31.060+0100,21.16562539,42.65830524,11.41
2017-02-06T09:21:32.268+0100,21.165621,42.6583011,11.26
2017-02-06T09:21:33.414+0100,21.16560249,42.65829588,11.12
2017-02-06T09:21:34.572+0100,21.16558627,42.65829013,11.19
2017-02-06T09:21:35.744+0100,21.16556559,42.65829754,11.26
2017-02-06T09:21:36.936+0100,21.16552995,42.65830786,10.89
2017-02-06T09:21:38.079+0100,21.1655142,42.65831268,10.6
2017-02-06T09:21:39.285+0100,21.16549859,42.65831645,10.67
2017-02-06T09:21:40.422+0100,21.16548224,42.65831682,10.82
2017-02-06T09:21:41.611+0100,21.16546677,42.65832165,11.12
2017-02-06T09:21:42.747+0100,21.16543903,42.65833242,10.82
2017-02-06T09:21:43.916+0100,21.16540263,42.65834149,10.45
2017-02-06T09:21:45.096+0100,21.16537678,42.65834695,10.82
2017-02-06T09:21:46.266+0100,21.16536236,42.65834865,11.56
2017-02-06T09:21:47.433+0100,21.1653469,42.65835445,11.63
2017-02-06T09:21:48.605+0100,21.16532826,42.65835722,11.19
2017-02-06T09:21:49.741+0100,21.16531818,42.65835902,11.12
2017-02-06T09:21:50.942+0100,21.16531015,42.65835997,12.08
2017-02-06T09:21:52.088+0100,21.16530025,42.6583581,12.82
2017-02-06T09:21:53.242+0100,21.16529424,42.65835979,12.75
2017-02-06T09:21:54.394+0100,21.16528768,42.65835963,12.08
2017-02-06T09:21:55.602+0100,21.16528065,42.6583534,12.0
2017-02-06T09:21:56.756+0100,21.16527169,42.65835105,11.93
2017-02-06T09:21:57.931+0100,21.16524801,42.65835074,11.86
2017-02-06T09:21:59.085+0100,21.16524264,42.65835816,11.04
2017-02-06T09:22:00.234+0100,21.16523291,42.65836565,10.6
2017-02-06T09:22:01.400+0100,21.16521775,42.65837043,10.89
2017-02-06T09:22:02.607+0100,21.16520623,42.6583723,10.82
2017-02-06T09:22:03.844+0100,21.16518264,42.65837828,10.75
2017-02-06T09:22:04.909+0100,21.16516567,42.65837875,12.0
2017-02-06T09:22:06.058+0100,21.16514758,42.65838174,12.9
2017-02-06T09:22:07.263+0100,21.16513356,42.65838089,12.9
2017-02-06T09:22:08.397+0100,21.16512356,42.65838462,12.52
2017-02-06T09:22:09.561+0100,21.16511602,42.65838652,12.38
2017-02-06T09:22:10.765+0100,21.16509389,42.6583887,12.15
2017-02-06T09:22:11.902+0100,21.16508988,42.65839552,11.49
2017-02-06T09:22:13.107+0100,21.16508417,42.65840515,11.41
2017-02-06T09:22:14.233+0100,21.16507722,42.65841773,11.93
2017-02-06T09:22:15.439+0100,21.16507138,42.65842283,12.3
2017-02-06T09:22:16.580+0100,21.16506394,42.65842263,12.67
2017-02-06T09:22:17.745+0100,21.16505913,42.65842836,13.34
2017-02-06T09:22:18.896+0100,21.16505701,42.65844038,13.57
2017-02-06T09:22:20.092+0100,21.1650544,42.65843355,14.56
2017-02-06T09:22:21.241+0100,21.16504969,42.65843572,14.25
2017-02-06T09:22:22.426+0100,21.16504453,42.65843412,14.79
2017-02-06T09:22:23.626+0100,21.16504815,42.6584288,13.8
2017-02-06T09:22:24.740+0100,21.16504346,42.65842799,14.33
2017-02-06T09:22:25.925+0100,21.16503145,42.65843028,13.95
2017-02-06T09:22:27.075+0100,21.16503076,42.65842839,14.18
2017-02-06T09:22:28.216+0100,21.16502377,42.65842738,14.18
2017-02-06T09:22:29.407+0100,21.16502015,42.6584387,13.87
2017-02-06T09:22:30.568+0100,21.16501645,42.65844304,13.65
2017-02-06T09:22:31.741+0100,21.16501164,42.65845598,13.49
2017-02-06T09:22:32.916+0100,21.16500469,42.65847145,13.12
2017-02-06T09:22:34.092+0100,21.16499965,42.6584777,12.82
2017-02-06T09:22:35.283+0100,21.16500022,42.65848388,12.9
2017-02-06T09:22:36.403+0100,21.16499023,42.65851254,13.19
2017-02-06T09:22:37.552+0100,21.16498501,42.65852564,13.05
2017-02-06T09:22:38.724+0100,21.1649782,42.65854807,14.02
2017-02-06T09:22:39.913+0100,21.16495435,42.65858063,13.42
2017-02-06T09:22:41.061+0100,21.1649394,42.65859775,13.8
2017-02-06T09:22:42.280+0100,21.16492792,42.65860817,14.18
2017-02-06T09:22:43.377+0100,21.16491561,42.65861497,14.79
2017-02-06T09:22:44.584+0100,21.16490659,42.65861848,14.56
2017-02-06T09:22:45.737+0100,21.16490271,42.65862537,14.48
2017-02-06T09:22:46.898+0100,21.16488383,42.65862948,14.25
2017-02-06T09:22:48.074+0100,21.16486924,42.65863456,13.87
2017-02-06T09:22:49.240+0100,21.16485193,42.65864048,13.72
2017-02-06T09:22:50.418+0100,21.16484327,42.65864162,14.1
2017-02-06T09:22:51.616+0100,21.16484334,42.65864659,14.18
2017-02-06T09:22:52.774+0100,21.16483245,42.65865545,13.42
2017-02-06T09:22:53.892+0100,21.16483217,42.65866155,13.8
2017-02-06T09:22:55.060+0100,21.16483722,42.65866534,13.65
2017-02-06T09:22:56.235+0100,21.16483549,42.65866743,13.34
2017-02-06T09:22:57.462+0100,21.16483751,42.65866669,14.1
2017-02-06T09:22:58.568+0100,21.16483757,42.65866772,14.1
2017-02-06T09:22:59.723+0100,21.16483681,42.65866826,14.25
2017-02-06T09:23:00.892+0100,21.1648418,42.65867875,14.1
2017-02-06T09:23:02.043+0100,21.16484391,42.65868324,13.34
2017-02-06T09:23:03.223+0100,21.16484596,42.65868755,12.9
