------------------------------
Dylos Logger v 2.0.0.0
Unit: DC1700 v 2.08
Date/Time: 02-14-17 10:17
------------------------------
Particles per cubic foot / 100
------------------------------
Date/Time, Small, Large
02-10-17 10:31, 7548, 859
02-10-17 10:32, 7848, 994
02-10-17 10:33, 7456, 950
02-10-17 10:34, 7243, 947
02-10-17 10:35, 7038, 892
02-10-17 10:36, 6966, 930
02-10-17 10:37, 6767, 933
02-10-17 10:38, 6857, 1002
02-10-17 10:39, 6675, 986
02-10-17 10:40, 6621, 972
02-10-17 10:41, 6616, 1023
02-10-17 10:42, 6552, 988
02-10-17 10:43, 6352, 922
02-10-17 10:44, 6363, 954
02-10-17 10:45, 6332, 975
02-10-17 10:46, 6303, 961
02-10-17 10:47, 6235, 931
02-10-17 10:48, 6208, 906
02-10-17 10:49, 6262, 936
02-10-17 10:50, 6119, 952
02-10-17 10:51, 6043, 932
02-10-17 10:52, 6004, 897
02-10-17 10:53, 5938, 897
02-10-17 10:54, 5915, 885
02-10-17 10:55, 5873, 840
02-10-17 10:56, 5889, 851
02-10-17 10:57, 5875, 886
02-10-17 10:58, 5906, 841
02-10-17 10:59, 5849, 862
02-10-17 11:00, 5790, 840
02-10-17 11:01, 5673, 800
02-10-17 11:02, 5719, 796
02-10-17 11:03, 5702, 807
02-10-17 11:04, 5628, 803
02-10-17 11:05, 5652, 789
02-10-17 11:06, 5615, 763
02-10-17 11:07, 5699, 782
02-10-17 11:08, 5791, 793
02-10-17 11:09, 5743, 745
02-10-17 11:10, 5731, 785
02-10-17 11:11, 5857, 819
02-10-17 11:12, 5784, 796
02-10-17 11:13, 6427, 1034
02-10-17 11:14, 6701, 1044
02-10-17 11:15, 6388, 871
02-10-17 11:16, 6305, 845
02-10-17 11:17, 6231, 770
02-10-17 11:18, 6298, 803
02-10-17 11:19, 6438, 885
02-10-17 11:20, 6476, 862
02-10-17 11:21, 6702, 996
02-10-17 11:22, 6528, 881
02-10-17 11:23, 6471, 842
02-10-17 11:24, 6347, 833
02-10-17 11:25, 6353, 809
02-10-17 11:26, 6438, 826
02-10-17 11:27, 6269, 809
02-10-17 11:28, 6251, 738
02-10-17 11:29, 6171, 717
02-10-17 11:30, 6217, 732
02-10-17 11:31, 6260, 723
02-10-17 11:32, 6387, 786
02-10-17 11:33, 6229, 718
02-10-17 11:34, 6304, 733
02-10-17 11:35, 6176, 727
02-10-17 11:36, 6285, 745
02-10-17 11:37, 6179, 769
02-10-17 11:38, 6146, 688
02-10-17 11:39, 6202, 676
02-10-17 11:40, 6527, 1009
02-10-17 11:41, 6202, 797
02-10-17 11:42, 6458, 889
02-10-17 11:43, 6430, 855
02-10-17 11:44, 6201, 795
02-10-17 11:45, 6094, 753
02-10-17 11:46, 5800, 621
02-10-17 11:47, 5754, 612
02-10-17 11:48, 5858, 656
02-10-17 11:49, 5788, 656
02-10-17 11:50, 5903, 710
02-10-17 11:51, 5918, 711
02-10-17 11:52, 5716, 655
02-10-17 11:53, 5753, 690
02-10-17 11:54, 5747, 679
02-10-17 11:55, 5590, 651
02-10-17 11:56, 5481, 603
02-10-17 11:57, 5376, 590
02-10-17 11:58, 5323, 580
02-10-17 11:59, 5322, 570
02-10-17 12:00, 5311, 550
02-10-17 12:01, 5167, 532
02-10-17 12:02, 5248, 575
02-10-17 12:03, 5319, 614
02-10-17 12:04, 5167, 584
02-10-17 12:05, 5038, 564
02-10-17 12:06, 4973, 548
02-10-17 12:07, 5033, 560
02-10-17 12:08, 5009, 563
02-10-17 12:09, 5010, 587
02-10-17 12:10, 4986, 590
02-10-17 12:11, 4999, 612
02-10-17 12:12, 4752, 554
02-10-17 12:13, 4782, 544
02-10-17 12:14, 4607, 499
02-10-17 12:15, 4555, 487
02-10-17 12:16, 4638, 508
02-10-17 12:17, 4572, 483
02-10-17 12:18, 4479, 457
02-10-17 12:19, 4384, 433
02-10-17 12:20, 4454, 458
02-10-17 12:21, 4575, 477
02-10-17 12:22, 4532, 498
02-10-17 12:23, 4413, 478
02-10-17 12:24, 4403, 484
02-10-17 12:25, 4583, 557
02-10-17 12:26, 4468, 533
02-10-17 12:27, 4476, 536
02-10-17 12:28, 4352, 487
02-10-17 12:29, 4279, 434
02-10-17 12:30, 4167, 394
02-10-17 12:31, 4172, 358
02-10-17 12:32, 4051, 308
02-10-17 12:33, 4066, 278
02-10-17 12:34, 4045, 255
02-10-17 12:35, 4098, 240
02-10-17 12:36, 3998, 209
02-10-17 12:37, 4053, 193
02-10-17 12:38, 3931, 171
02-10-17 12:39, 3868, 142
02-10-17 12:40, 3963, 150
02-10-17 12:41, 3965, 137
02-10-17 12:42, 3944, 129
02-10-17 12:43, 4044, 126
02-10-17 12:44, 4035, 117
02-10-17 12:45, 4130, 110
02-10-17 12:46, 4180, 106
02-10-17 12:47, 4234, 96
02-10-17 12:48, 4176, 92
02-10-17 12:49, 4227, 93
02-10-17 12:50, 4141, 96
02-10-17 12:51, 4091, 81
02-10-17 12:52, 4103, 80
02-10-17 12:53, 4189, 84
02-10-17 12:54, 4122, 90
02-10-17 12:55, 4280, 74
02-10-17 12:56, 4166, 80
02-10-17 12:57, 4111, 78
02-10-17 12:58, 4150, 75
02-10-17 12:59, 4107, 71
02-10-17 13:00, 4130, 73
02-10-17 13:01, 4201, 75
02-10-17 13:02, 4270, 69
02-10-17 13:03, 4275, 63
02-10-17 13:04, 4187, 69
02-10-17 13:05, 4145, 58
02-10-17 13:06, 4215, 122
02-10-17 13:07, 4566, 334
02-10-17 13:08, 4816, 646
02-10-17 13:09, 4651, 522
02-10-17 13:10, 5042, 759
02-10-17 13:11, 5008, 717
02-10-17 13:12, 4836, 545
02-10-17 13:13, 4966, 606
02-10-17 13:14, 4799, 632
02-10-17 13:15, 4747, 620
02-10-17 13:16, 4600, 611
02-10-17 13:17, 4702, 644
02-10-17 13:18, 4686, 642
02-10-17 13:19, 4723, 666
02-10-17 13:20, 4643, 628
02-10-17 13:21, 4456, 590
02-10-17 13:22, 4436, 599
02-10-17 13:23, 4572, 634
02-10-17 13:24, 4295, 581
02-10-17 13:25, 4245, 585
02-10-17 13:26, 4223, 560
02-10-17 13:27, 4305, 592
02-10-17 13:28, 4273, 597
02-10-17 13:29, 4149, 572
02-10-17 13:30, 4168, 567
02-10-17 13:31, 4132, 575
02-10-17 13:32, 4116, 558
02-10-17 13:33, 4119, 577
02-10-17 13:34, 4036, 538
02-10-17 13:35, 4018, 565
02-10-17 13:36, 3963, 539
02-10-17 13:37, 3979, 499
02-10-17 13:38, 3978, 516
02-10-17 13:39, 3833, 493
02-10-17 13:40, 3965, 542
02-10-17 13:41, 3916, 512
