sensor:model,sensor:package,sensor:capability,sensor:units
AirBeam-PM,AirBeam:0018961061B2,Particulate Matter,micrograms per cubic meter
Timestamp,geo:lat,geo:long,Value
2017-02-01T09:09:06.914+0100,21.16621608,42.65829541,105.88
2017-02-01T09:09:08.060+0100,21.16620433,42.65829716,106.63
2017-02-01T09:09:09.248+0100,21.16617786,42.65829696,110.02
2017-02-01T09:09:10.435+0100,21.1661693,42.65829829,111.17
2017-02-01T09:09:11.551+0100,21.16615599,42.65829883,110.41
2017-02-01T09:09:12.719+0100,21.16614248,42.65829991,107.0
2017-02-01T09:09:13.972+0100,21.16613036,42.6583052,107.0
2017-02-01T09:09:15.077+0100,21.16611373,42.6583048,111.94
2017-02-01T09:09:16.225+0100,21.16608399,42.65830844,109.64
2017-02-01T09:09:17.390+0100,21.16606997,42.65830814,102.58
2017-02-01T09:09:18.559+0100,21.16605001,42.65830819,105.51
2017-02-01T09:09:19.805+0100,21.16603599,42.65830695,101.86
2017-02-01T09:09:20.860+0100,21.16601854,42.65830336,102.58
2017-02-01T09:09:22.049+0100,21.16600028,42.65830014,104.41
2017-02-01T09:09:23.214+0100,21.16598156,42.65829976,107.0
2017-02-01T09:09:24.429+0100,21.16596995,42.65830219,108.88
2017-02-01T09:09:25.544+0100,21.16595161,42.65830301,109.26
2017-02-01T09:09:26.745+0100,21.16593566,42.65830242,106.26
2017-02-01T09:09:27.890+0100,21.16591678,42.6583039,111.17
2017-02-01T09:09:29.059+0100,21.16591558,42.65831007,112.72
2017-02-01T09:09:30.206+0100,21.16589285,42.65831363,110.41
2017-02-01T09:09:31.409+0100,21.16588485,42.65831,111.17
2017-02-01T09:09:32.539+0100,21.16588598,42.65831276,115.08
2017-02-01T09:09:33.744+0100,21.16588095,42.65830784,117.88
2017-02-01T09:09:34.886+0100,21.16587765,42.65830276,117.88
2017-02-01T09:09:36.051+0100,21.16587444,42.65829471,118.28
2017-02-01T09:09:37.213+0100,21.16586072,42.65828949,113.89
2017-02-01T09:09:38.404+0100,21.16586589,42.65829804,117.07
2017-02-01T09:09:39.569+0100,21.16585691,42.6582942,111.17
2017-02-01T09:09:40.734+0100,21.16585693,42.65828791,102.58
2017-02-01T09:09:41.897+0100,21.16585071,42.65828162,103.68
2017-02-01T09:09:43.086+0100,21.16584364,42.65826909,105.51
2017-02-01T09:09:44.234+0100,21.16583013,42.65826177,107.0
2017-02-01T09:09:45.414+0100,21.16582809,42.6582665,109.64
2017-02-01T09:09:46.556+0100,21.16581772,42.65827328,113.89
2017-02-01T09:09:47.736+0100,21.16581478,42.6582763,114.29
2017-02-01T09:09:48.881+0100,21.16581167,42.65827649,115.87
2017-02-01T09:09:50.084+0100,21.16580604,42.6582817,109.26
2017-02-01T09:09:51.237+0100,21.16575912,42.65827374,105.88
2017-02-01T09:09:52.413+0100,21.16573555,42.65825998,103.68
2017-02-01T09:09:53.552+0100,21.16571128,42.65825682,100.42
2017-02-01T09:09:54.719+0100,21.16568756,42.65825621,103.68
2017-02-01T09:09:55.915+0100,21.16566219,42.65825801,99.7
2017-02-01T09:09:57.097+0100,21.16564615,42.65825582,93.75
2017-02-01T09:09:58.239+0100,21.16562949,42.65825832,94.78
2017-02-01T09:09:59.394+0100,21.16562216,42.65826572,95.48
2017-02-01T09:10:00.551+0100,21.16562267,42.65826933,96.17
2017-02-01T09:10:01.735+0100,21.16561983,42.65826986,96.52
2017-02-01T09:10:02.890+0100,21.16561633,42.6582742,90.0
2017-02-01T09:10:04.065+0100,21.16561469,42.6582726,95.13
2017-02-01T09:10:05.255+0100,21.16561527,42.65827027,100.42
2017-02-01T09:10:06.434+0100,21.16561744,42.65827125,98.99
2017-02-01T09:10:07.571+0100,21.16561177,42.65827249,100.78
2017-02-01T09:10:08.758+0100,21.16560884,42.65827462,102.58
2017-02-01T09:10:09.920+0100,21.16560436,42.6582755,101.5
2017-02-01T09:10:11.090+0100,21.16560569,42.65827491,100.78
2017-02-01T09:10:12.243+0100,21.16556822,42.65828691,101.86
2017-02-01T09:10:13.396+0100,21.16555545,42.65829146,106.63
2017-02-01T09:10:14.567+0100,21.16550692,42.65830842,106.26
2017-02-01T09:10:15.750+0100,21.1654813,42.65831949,97.93
2017-02-01T09:10:16.892+0100,21.16546795,42.65831786,100.42
2017-02-01T09:10:18.079+0100,21.16544848,42.65832825,100.78
2017-02-01T09:10:19.255+0100,21.16543182,42.65832637,103.68
2017-02-01T09:10:20.448+0100,21.16542718,42.65832763,103.68
2017-02-01T09:10:21.604+0100,21.16541375,42.65832986,104.78
2017-02-01T09:10:22.754+0100,21.16540202,42.65833219,111.94
2017-02-01T09:10:23.894+0100,21.16539105,42.65833171,110.41
2017-02-01T09:10:25.115+0100,21.16536823,42.65833479,108.5
2017-02-01T09:10:26.244+0100,21.16532808,42.658327,111.56
2017-02-01T09:10:27.395+0100,21.16531989,42.65832344,116.67
2017-02-01T09:10:28.573+0100,21.16530437,42.65831981,114.68
2017-02-01T09:10:29.761+0100,21.16530616,42.65831687,109.26
2017-02-01T09:10:30.896+0100,21.16530098,42.65831987,107.38
2017-02-01T09:10:32.092+0100,21.16530368,42.65831713,107.0
2017-02-01T09:10:33.222+0100,21.16530198,42.6583231,105.88
2017-02-01T09:10:34.395+0100,21.16529986,42.65832401,109.26
