sensor:model,sensor:package,sensor:capability,sensor:units
AirBeam-PM,AirBeam:,Particulate Matter,micrograms per cubic meter
Timestamp,geo:lat,geo:long,Value
2017-02-10T15:07:42.789+0100,21.16535734,42.65837943,76.1
2017-02-10T15:07:44.045+0100,21.16536804,42.65837834,75.18
2017-02-10T15:07:45.185+0100,21.1653813,42.65837969,72.43
2017-02-10T15:07:46.385+0100,21.16537583,42.65837712,61.14
2017-02-10T15:07:47.544+0100,21.1653727,42.65837243,59.5
2017-02-10T15:07:48.745+0100,21.16537305,42.65837237,60.32
2017-02-10T15:07:49.959+0100,21.1653842,42.65837168,61.69
2017-02-10T15:07:51.152+0100,21.16538631,42.65837349,65.93
2017-02-10T15:07:52.306+0100,21.16538454,42.65837453,64.5
2017-02-10T15:07:53.536+0100,21.16538372,42.6583726,67.67
2017-02-10T15:07:54.717+0100,21.16538072,42.65837346,65.93
2017-02-10T15:07:55.925+0100,21.16538032,42.65837549,68.85
2017-02-10T15:07:57.104+0100,21.16537635,42.65837675,68.55
2017-02-10T15:07:58.312+0100,21.16537471,42.65837772,70.33
2017-02-10T15:07:59.544+0100,21.16537489,42.65837789,71.22
2017-02-10T15:08:00.712+0100,21.16536582,42.65837569,69.44
2017-02-10T15:08:01.875+0100,21.16536044,42.65837496,67.38
2017-02-10T15:08:03.076+0100,21.16535187,42.65836995,68.26
2017-02-10T15:08:04.235+0100,21.16533762,42.65836413,72.73
2017-02-10T15:08:05.435+0100,21.16533423,42.65836506,74.87
2017-02-10T15:08:06.634+0100,21.16533115,42.65836304,71.82
2017-02-10T15:08:07.868+0100,21.16533122,42.65836841,74.56
2017-02-10T15:08:09.043+0100,21.1653255,42.65836919,76.72
2017-02-10T15:08:10.279+0100,21.16532304,42.65837834,80.82
2017-02-10T15:08:11.391+0100,21.16532212,42.65837922,79.23
2017-02-10T15:08:12.593+0100,21.16531693,42.65837648,78.29
2017-02-10T15:08:13.767+0100,21.1653162,42.65837801,73.34
2017-02-10T15:08:14.984+0100,21.16531654,42.65838335,74.56
2017-02-10T15:08:16.171+0100,21.1653158,42.65838281,73.95
2017-02-10T15:08:17.360+0100,21.16531496,42.65838121,73.03
2017-02-10T15:08:18.585+0100,21.1653081,42.65837514,71.82
2017-02-10T15:08:19.751+0100,21.16530743,42.65837443,67.09
2017-02-10T15:08:20.946+0100,21.16530678,42.65837611,67.09
2017-02-10T15:08:22.110+0100,21.16530276,42.65837538,68.85
2017-02-10T15:08:23.330+0100,21.16530167,42.658367,70.92
2017-02-10T15:08:24.550+0100,21.16529797,42.65835792,70.33
2017-02-10T15:08:25.671+0100,21.16528948,42.65834454,70.33
2017-02-10T15:08:26.925+0100,21.16528311,42.65835317,67.38
2017-02-10T15:08:28.094+0100,21.16528597,42.65835681,63.65
2017-02-10T15:08:29.326+0100,21.16528249,42.65836638,63.65
2017-02-10T15:08:30.452+0100,21.16528238,42.65836765,62.53
2017-02-10T15:08:31.701+0100,21.16527031,42.65836777,67.67
2017-02-10T15:08:32.835+0100,21.16526443,42.65837568,71.22
2017-02-10T15:08:34.065+0100,21.16525604,42.65838206,68.55
2017-02-10T15:08:35.239+0100,21.16524176,42.65838464,67.38
2017-02-10T15:08:36.435+0100,21.16524181,42.65839887,66.22
2017-02-10T15:08:37.636+0100,21.16522819,42.65840032,69.44
2017-02-10T15:08:38.832+0100,21.16521907,42.65840122,61.14
2017-02-10T15:08:40.041+0100,21.16520793,42.65839726,58.69
2017-02-10T15:08:41.200+0100,21.16518796,42.65840766,60.87
2017-02-10T15:08:42.401+0100,21.16517263,42.65841367,65.93
2017-02-10T15:08:43.586+0100,21.16515943,42.65841399,65.07
2017-02-10T15:08:44.779+0100,21.16514736,42.65841243,68.26
2017-02-10T15:08:45.975+0100,21.16513873,42.65841595,65.93
2017-02-10T15:08:47.220+0100,21.16512097,42.65842185,62.25
2017-02-10T15:08:48.326+0100,21.16510381,42.65842218,63.94
2017-02-10T15:08:49.519+0100,21.16509503,42.65842303,63.94
2017-02-10T15:08:50.750+0100,21.16508727,42.65842422,55.77
2017-02-10T15:08:51.929+0100,21.16508593,42.65843843,53.71
2017-02-10T15:08:53.201+0100,21.16507526,42.65845179,56.03
2017-02-10T15:08:54.329+0100,21.16507248,42.658453,56.03
2017-02-10T15:08:55.517+0100,21.16506997,42.65845326,56.29
2017-02-10T15:08:56.699+0100,21.16505522,42.65845719,58.42
2017-02-10T15:08:57.887+0100,21.16504125,42.65845994,54.73
2017-02-10T15:08:59.078+0100,21.16503586,42.65845194,53.96
2017-02-10T15:09:00.296+0100,21.16499775,42.65846388,51.45
2017-02-10T15:09:01.475+0100,21.16499158,42.65846441,52.69
2017-02-10T15:09:02.665+0100,21.16498112,42.65846837,51.69
2017-02-10T15:09:03.865+0100,21.16496954,42.65847287,58.42
2017-02-10T15:09:05.047+0100,21.16495778,42.65848401,57.62
2017-02-10T15:09:06.215+0100,21.16495712,42.65849567,60.32
2017-02-10T15:09:07.416+0100,21.16494831,42.6584964,62.25
2017-02-10T15:09:08.607+0100,21.16495025,42.65849857,64.22
2017-02-10T15:09:09.820+0100,21.16494497,42.65849614,60.04
2017-02-10T15:09:10.992+0100,21.16493444,42.65849687,57.08
2017-02-10T15:09:12.183+0100,21.16492237,42.6585025,60.04
2017-02-10T15:09:13.341+0100,21.16491115,42.65851655,60.32
2017-02-10T15:09:14.579+0100,21.16490012,42.65853115,60.04
2017-02-10T15:09:15.764+0100,21.16489688,42.65853485,62.25
2017-02-10T15:09:16.945+0100,21.1648906,42.65853142,63.37
2017-02-10T15:09:18.170+0100,21.16488536,42.65854327,63.09
2017-02-10T15:09:19.371+0100,21.16486689,42.65854719,65.07
2017-02-10T15:09:20.511+0100,21.16486776,42.65855445,67.38
2017-02-10T15:09:21.726+0100,21.1648706,42.65855925,62.25
2017-02-10T15:09:22.890+0100,21.1648709,42.65856418,57.62
2017-02-10T15:09:24.141+0100,21.16487112,42.65857027,54.22
2017-02-10T15:09:25.295+0100,21.16487207,42.65857761,54.22
2017-02-10T15:09:26.496+0100,21.1648721,42.65858356,54.99
2017-02-10T15:09:27.671+0100,21.16487496,42.65859568,55.77
2017-02-10T15:09:28.885+0100,21.16487761,42.65861233,55.77
2017-02-10T15:09:30.066+0100,21.16487224,42.65863962,59.5
2017-02-10T15:09:31.270+0100,21.16487015,42.6586857,56.82
2017-02-10T15:09:32.448+0100,21.16486543,42.65871465,58.96
2017-02-10T15:09:33.640+0100,21.16485531,42.65875654,59.23
2017-02-10T15:09:34.841+0100,21.16485125,42.65878017,56.03
2017-02-10T15:09:36.051+0100,21.16484578,42.65881148,53.2
2017-02-10T15:09:37.202+0100,21.16483589,42.65883682,57.08
2017-02-10T15:09:38.425+0100,21.1648281,42.6588598,60.87
2017-02-10T15:09:39.605+0100,21.16482074,42.65887521,63.09
2017-02-10T15:09:40.799+0100,21.16481289,42.65888961,60.04
2017-02-10T15:09:41.992+0100,21.16480853,42.65889988,57.08
2017-02-10T15:09:43.196+0100,21.1648071,42.65893878,58.15
2017-02-10T15:09:44.380+0100,21.16479961,42.65895065,60.32
2017-02-10T15:09:45.601+0100,21.16479456,42.6589687,62.53
2017-02-10T15:09:46.809+0100,21.16479077,42.65898842,63.09
2017-02-10T15:09:48.017+0100,21.16477671,42.65899489,59.23
2017-02-10T15:09:49.163+0100,21.16476926,42.65899433,58.15
2017-02-10T15:09:50.339+0100,21.1647452,42.65901683,57.88
2017-02-10T15:09:51.569+0100,21.16473236,42.65902254,58.15
2017-02-10T15:09:52.736+0100,21.16472525,42.65902572,56.82
2017-02-10T15:09:53.896+0100,21.16471732,42.6590208,52.44
2017-02-10T15:09:55.099+0100,21.16471376,42.65902523,55.25
2017-02-10T15:09:56.273+0100,21.16470173,42.65903714,53.96
2017-02-10T15:09:57.494+0100,21.16469803,42.65904115,57.35
2017-02-10T15:09:58.656+0100,21.16469833,42.65904068,57.62
2017-02-10T15:09:59.892+0100,21.16469353,42.65904299,58.96
2017-02-10T15:10:01.033+0100,21.16469119,42.65904669,62.25
2017-02-10T15:10:02.291+0100,21.16468811,42.65905534,64.22
2017-02-10T15:10:03.429+0100,21.16468723,42.65905709,65.36
2017-02-10T15:10:04.710+0100,21.16468651,42.65905621,62.53
2017-02-10T15:10:05.805+0100,21.16468725,42.65905857,58.42
2017-02-10T15:10:07.020+0100,21.16468699,42.6590576,61.42
2017-02-10T15:10:08.188+0100,21.16468913,42.65905734,62.25
2017-02-10T15:10:09.392+0100,21.16469022,42.65905502,62.81
2017-02-10T15:10:10.571+0100,21.1646902,42.65905484,65.07
2017-02-10T15:10:11.766+0100,21.16469023,42.65905481,66.8
2017-02-10T15:10:13.009+0100,21.1646902,42.65905478,65.65
2017-02-10T15:10:14.209+0100,21.16469018,42.65905474,68.26
2017-02-10T15:10:15.356+0100,21.16469005,42.65905473,68.55
2017-02-10T15:10:16.575+0100,21.16468985,42.65905474,70.63
2017-02-10T15:10:17.735+0100,21.16468974,42.65905476,73.64
2017-02-10T15:10:18.915+0100,21.16468968,42.65905479,74.56
2017-02-10T15:10:20.090+0100,21.16468966,42.65905483,72.43
2017-02-10T15:10:21.319+0100,21.16468933,42.65905492,73.95
2017-02-10T15:10:22.518+0100,21.16468914,42.65905493,70.03
2017-02-10T15:10:23.700+0100,21.16468913,42.65905496,68.85
2017-02-10T15:10:24.878+0100,21.16468903,42.65905498,69.14
2017-02-10T15:10:26.131+0100,21.16468901,42.65905498,70.92
2017-02-10T15:10:27.275+0100,21.16468077,42.65905717,63.65
2017-02-10T15:10:28.490+0100,21.16466401,42.65906153,57.62
2017-02-10T15:10:29.658+0100,21.16466457,42.65906818,58.15
2017-02-10T15:10:30.833+0100,21.16465019,42.6590688,57.88
2017-02-10T15:10:32.027+0100,21.1646322,42.65906729,56.82
2017-02-10T15:10:33.266+0100,21.16459902,42.65906931,58.96
2017-02-10T15:10:34.417+0100,21.16458522,42.65907065,58.15
2017-02-10T15:10:35.614+0100,21.16457134,42.65907107,55.77
2017-02-10T15:10:36.827+0100,21.16454501,42.6590717,60.32
2017-02-10T15:10:38.007+0100,21.16453141,42.65907207,59.23
2017-02-10T15:10:39.191+0100,21.16450415,42.65907146,60.04
2017-02-10T15:10:40.395+0100,21.16448571,42.65907194,59.23
2017-02-10T15:10:41.570+0100,21.16447614,42.65907597,59.5
2017-02-10T15:10:42.751+0100,21.16446809,42.65908003,60.87
2017-02-10T15:10:43.957+0100,21.16444288,42.6590772,60.59
2017-02-10T15:10:45.207+0100,21.16440791,42.65906657,61.42
2017-02-10T15:10:46.329+0100,21.16439072,42.65906036,62.25
2017-02-10T15:10:47.563+0100,21.16437459,42.65905585,65.07
2017-02-10T15:10:48.726+0100,21.16435897,42.6590553,62.81
2017-02-10T15:10:49.927+0100,21.16434243,42.65905301,56.56
2017-02-10T15:10:51.109+0100,21.16432205,42.6590521,47.59
2017-02-10T15:10:52.283+0100,21.16429667,42.65905696,45.52
2017-02-10T15:10:53.467+0100,21.16427538,42.65905629,45.52
2017-02-10T15:10:54.680+0100,21.16426425,42.65905843,46.89
2017-02-10T15:10:55.880+0100,21.16424372,42.65905894,47.12
2017-02-10T15:10:57.081+0100,21.16422602,42.65905879,50.22
2017-02-10T15:10:58.261+0100,21.16420484,42.65906081,52.19
2017-02-10T15:10:59.463+0100,21.16418723,42.65905828,52.19
2017-02-10T15:11:00.618+0100,21.16417273,42.65905908,53.96
2017-02-10T15:11:01.891+0100,21.16415774,42.65905686,50.95
2017-02-10T15:11:02.994+0100,21.16414603,42.65905543,50.95
2017-02-10T15:11:04.223+0100,21.16412345,42.65905617,53.2
2017-02-10T15:11:05.393+0100,21.16410718,42.65905244,54.47
2017-02-10T15:11:06.645+0100,21.16409121,42.65904954,54.99
2017-02-10T15:11:07.845+0100,21.1640758,42.65904843,56.29
2017-02-10T15:11:09.005+0100,21.16406081,42.65905145,56.03
2017-02-10T15:11:10.162+0100,21.16404504,42.65905101,55.25
2017-02-10T15:11:11.365+0100,21.1640137,42.65904694,53.45
2017-02-10T15:11:12.556+0100,21.16400363,42.65904541,58.69
2017-02-10T15:11:13.787+0100,21.16399504,42.65904298,60.32
2017-02-10T15:11:14.949+0100,21.16399224,42.65904596,59.77
2017-02-10T15:11:16.156+0100,21.16397527,42.65904394,62.25
2017-02-10T15:11:17.339+0100,21.16396122,42.65903894,66.8
2017-02-10T15:11:18.536+0100,21.16396082,42.65904205,65.07
2017-02-10T15:11:19.699+0100,21.16395606,42.65904049,70.33
2017-02-10T15:11:20.920+0100,21.16395536,42.65903796,67.67
2017-02-10T15:11:22.154+0100,21.1639552,42.65903533,67.67
2017-02-10T15:11:23.312+0100,21.16395717,42.65903688,66.8
2017-02-10T15:11:24.484+0100,21.1639544,42.6590382,66.51
2017-02-10T15:11:25.750+0100,21.1639426,42.65903507,65.36
2017-02-10T15:11:26.842+0100,21.1639426,42.65903507,69.73
2017-02-10T15:11:28.075+0100,21.16395474,42.65903605,65.07
2017-02-10T15:11:29.264+0100,21.16395815,42.65903696,65.07
2017-02-10T15:11:30.446+0100,21.16396952,42.65904096,65.07
2017-02-10T15:11:31.651+0100,21.16397465,42.65904386,64.22
